All Insites,Accident Date,Month,Year,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901EO40329,6/6/2021,June,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.535559,Darkness - lights lit,Islington,None,-0.103966,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,23:50,Urban,Fine no high winds,Car
200901EO40331,6/11/2021,June,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.53743,Daylight,Islington,None,-0.102878,1,2,Metropolitan Police,Dry,Single carriageway,30,7:20,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40332,6/10/2021,June,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.526467,Daylight,Islington,None,-0.108957,1,2,Metropolitan Police,Dry,Single carriageway,30,19:05,Urban,Fine no high winds,Car
200901EO40333,6/11/2021,June,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.57065,Daylight,Islington,None,-0.116359,1,2,Metropolitan Police,Dry,Single carriageway,30,11:15,Urban,Fine no high winds,Motorcycle over 500cc
200901EO40334,5/21/2021,May,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.525419,Daylight,Islington,None,-0.088673,1,2,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Car
200901EO40335,6/6/2021,June,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.565748,Daylight,Islington,None,-0.107904,1,2,Metropolitan Police,Dry,Single carriageway,30,12:34,Urban,Fine no high winds,Car
200901EO40336,6/16/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.554271,Daylight,Islington,None,-0.09886,1,2,Metropolitan Police,Dry,Single carriageway,30,8:56,Urban,Fine no high winds,Car
200901EO40337,6/8/2021,June,2021,Monday,Auto traffic signal,Crossroads,Slight,51.535761,Daylight,Islington,None,-0.110879,1,2,Metropolitan Police,Dry,Single carriageway,30,16:57,Urban,Fine no high winds,Car
200901EO40338,6/15/2021,June,2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.531314,Daylight,Islington,None,-0.113946,1,2,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Motorcycle over 500cc
200901EO40339,6/16/2021,June,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.537918,Daylight,Islington,None,-0.099686,1,1,Metropolitan Police,Dry,Single carriageway,30,12:25,Urban,Fine no high winds,Car
200901EO40341,6/16/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.561622,Daylight,Islington,None,-0.136642,1,2,Metropolitan Police,Dry,Single carriageway,30,21:53,Urban,Fine no high winds,Car
200901EO40343,6/16/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.536047,Daylight,Hackney,None,-0.08967,2,1,Metropolitan Police,Dry,Single carriageway,30,9:21,Urban,Fine no high winds,Motorcycle 50cc and under
200901EO40344,6/13/2021,June,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.550752,Daylight,Islington,None,-0.098141,2,2,Metropolitan Police,Dry,Single carriageway,30,19:08,Urban,Fine no high winds,Car
200901EO40345,6/15/2021,June,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.526202,Daylight,Islington,None,-0.109256,1,1,Metropolitan Police,Dry,Single carriageway,30,15:40,Urban,Fine no high winds,Car
200901EO40346,6/15/2021,June,2021,Monday,Auto traffic signal,Crossroads,Slight,51.556092,Daylight,Islington,None,-0.116961,1,2,Metropolitan Police,Dry,Single carriageway,30,14:30,Urban,Fine no high winds,Car
200901EO40347,6/8/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Serious,51.532383,Daylight,Islington,None,-0.113325,1,2,Metropolitan Police,Dry,Single carriageway,30,8:47,Urban,Fine no high winds,Car
200901EO40349,6/16/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.556914,Daylight,Islington,None,-0.112166,1,2,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
200901EO40350,6/19/2021,June,2021,Friday,Auto traffic signal,Crossroads,Slight,51.557559,Daylight,Islington,None,-0.113149,1,1,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
200901EO40351,6/14/2021,June,2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.562246,Darkness - lights lit,Islington,None,-0.136328,1,1,Metropolitan Police,Dry,Single carriageway,30,0:30,Urban,Fine no high winds,Car
200901EO40352,6/2/2021,June,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.519287,Daylight,City of London,None,-0.087633,1,2,City of London,Dry,Single carriageway,30,10:50,Urban,Fine no high winds,Car
200901EO40353,6/19/2021,June,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.570012,Daylight,Islington,None,-0.132692,2,2,Metropolitan Police,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car
200901EO40354,5/21/2021,May,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.551292,Daylight,Islington,None,-0.126102,1,1,Metropolitan Police,Dry,Single carriageway,30,15:25,Urban,Fine no high winds,Car
200901EO40356,6/25/2021,June,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.539817,Daylight,Islington,None,-0.117056,1,1,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Car
200901EO40358,6/17/2021,June,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.535765,Daylight,Islington,None,-0.111167,1,1,Metropolitan Police,Dry,Single carriageway,30,11:42,Urban,Fine no high winds,Car
200901EO40360,6/23/2021,June,2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.563129,Darkness - lights lit,Islington,None,-0.118401,1,2,Metropolitan Police,Dry,Single carriageway,30,20:40,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901EO40361,6/22/2021,June,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.554834,Daylight,Islington,None,-0.122639,1,1,Metropolitan Police,Dry,Single carriageway,30,17:10,Urban,Fine no high winds,Car
200901EO40362,6/15/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.536717,Daylight,Islington,None,-0.114444,1,2,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901EO40363,6/24/2021,June,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.537792,Daylight,Islington,None,-0.091904,1,2,Metropolitan Police,Dry,Single carriageway,30,19:16,Urban,Fine no high winds,Car
200901EO40364,6/24/2021,June,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.53328,Daylight,Islington,None,-0.118767,1,1,Metropolitan Police,Dry,Single carriageway,30,14:33,Urban,Fine no high winds,Car
200901EO40365,6/23/2021,June,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.557839,Daylight,Islington,None,-0.119341,1,1,Metropolitan Police,Dry,Dual carriageway,30,11:44,Urban,Fine no high winds,Car
200901EO40366,6/23/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.522358,Darkness - lights lit,Islington,None,-0.105091,1,2,Metropolitan Police,Dry,Single carriageway,30,20:54,Urban,Fine no high winds,Car
200901EO40367,6/25/2021,June,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.569515,Daylight,Islington,None,-0.124054,1,2,Metropolitan Police,Dry,Single carriageway,30,8:25,Urban,Fine no high winds,Car
200901EO40368,6/27/2021,June,2021,Saturday,Give way or uncontrolled,T or staggered junction,Serious,51.549615,Daylight,Islington,None,-0.128046,1,2,Metropolitan Police,Dry,Single carriageway,30,13:58,Urban,Fine no high winds,Car
200901EO40369,6/25/2021,June,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.541986,Darkness - lights lit,Islington,None,-0.106583,1,2,Metropolitan Police,Dry,Single carriageway,30,21:05,Urban,Fine no high winds,Car
200901EO40370,6/12/2021,June,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.54663,Daylight,Islington,None,-0.099034,1,1,Metropolitan Police,Dry,Single carriageway,30,17:35,Urban,Fine no high winds,Car
200901EO40371,5/18/2021,May,2021,Monday,Auto traffic signal,Crossroads,Slight,51.542708,Daylight,Islington,None,-0.106697,1,1,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car
200901EO40372,6/20/2021,June,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.546526,Darkness - lights lit,Islington,None,-0.087068,1,2,Metropolitan Police,Dry,Single carriageway,30,22:40,Urban,Fine no high winds,Car
200901EO40373,6/24/2021,June,2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.561431,Daylight,Islington,None,-0.124675,1,2,Metropolitan Police,Dry,Single carriageway,30,8:40,Urban,Fine no high winds,Car
200901EO40374,7/2/2021,July,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.55187,Daylight,Islington,None,-0.111654,1,2,Metropolitan Police,Dry,Single carriageway,30,18:48,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901EO40375,7/2/2021,July,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.545438,Daylight,Islington,None,-0.103122,1,2,Metropolitan Police,Dry,Single carriageway,30,9:40,Urban,Fine no high winds,Car
200901EO40377,7/6/2021,July,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.545168,Daylight,Islington,None,-0.125488,1,1,Metropolitan Police,Dry,Single carriageway,30,17:05,Urban,Fine no high winds,Car
200901EO40378,7/1/2021,July,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.535409,Daylight,Islington,None,-0.116949,1,2,Metropolitan Police,Dry,Single carriageway,30,17:37,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40379,6/30/2021,June,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.560053,Daylight,Islington,None,-0.122856,2,2,Metropolitan Police,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Car
200901EO40380,7/3/2021,July,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.523152,Daylight,Islington,None,-0.098571,1,1,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Car
200901EO40381,6/17/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.570123,Daylight,Islington,None,-0.128358,1,1,Metropolitan Police,Dry,Single carriageway,30,13:33,Urban,Fine no high winds,Car
200901EO40382,6/29/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.563471,Daylight,Islington,None,-0.128487,1,1,Metropolitan Police,Dry,Single carriageway,30,20:18,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40384,7/6/2021,July,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.55187,Daylight,Islington,None,-0.111654,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,7:34,Urban,Raining no high winds,Car
200901EO40386,6/28/2021,June,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.535562,Daylight,Islington,None,-0.10411,1,2,Metropolitan Police,Dry,Dual carriageway,30,19:44,Urban,Fine no high winds,Car
200901EO40387,7/7/2021,July,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.522491,Daylight,Islington,None,-0.102202,1,2,Metropolitan Police,Dry,Single carriageway,30,9:51,Urban,Fine no high winds,Car
200901EO40389,6/26/2021,June,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.564991,Daylight,Islington,None,-0.133619,1,2,Metropolitan Police,Dry,Single carriageway,30,15:20,Urban,Fine no high winds,Car
200901EO40390,7/8/2021,July,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.557843,Daylight,Islington,None,-0.119629,1,1,Metropolitan Police,Dry,Dual carriageway,30,17:28,Urban,Fine no high winds,Motorcycle 50cc and under
200901EO40392,7/6/2021,July,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.547864,Daylight,Islington,None,-0.125378,1,2,Metropolitan Police,Dry,Single carriageway,30,9:44,Urban,Fine no high winds,Car
200901EO40393,7/12/2021,July,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.537697,Daylight,Islington,None,-0.102723,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:55,Urban,Raining no high winds,Car
200901EO40394,7/8/2021,July,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.550766,Daylight,Islington,None,-0.110113,1,2,Metropolitan Police,Dry,Single carriageway,30,14:45,Urban,Fine no high winds,Car
200901EO40395,7/11/2021,July,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.531912,Daylight,Islington,None,-0.106424,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:00,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200901EO40396,7/14/2021,July,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.545677,Daylight,Islington,None,-0.117968,1,3,Metropolitan Police,Dry,Single carriageway,30,15:47,Urban,Fine no high winds,Car
200901EO40397,7/9/2021,July,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.528651,Daylight,Islington,None,-0.093872,1,2,Metropolitan Police,Dry,Single carriageway,30,19:05,Urban,Fine no high winds,Car
200901EO40399,7/8/2021,July,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.552693,Daylight,Islington,None,-0.112485,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,7:22,Urban,Raining no high winds,Car
200901EO40400,7/12/2021,July,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.558539,Darkness - lights lit,Islington,None,-0.118158,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0:26,Urban,Raining no high winds,Car
200901EO40401,7/9/2021,July,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.556092,Daylight,Islington,None,-0.116961,1,3,Metropolitan Police,Dry,Single carriageway,30,12:25,Urban,Fine no high winds,Car
200901EO40402,7/3/2021,July,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.533458,Daylight,Islington,None,-0.107513,1,1,Metropolitan Police,Dry,Single carriageway,30,6:30,Urban,Fine no high winds,Car
200901EO40403,7/13/2021,July,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.560474,Darkness - lights lit,Islington,None,-0.098745,1,2,Metropolitan Police,Dry,Single carriageway,30,23:15,Urban,Fine no high winds,Car
200901EO40404,7/9/2021,July,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.525428,Daylight,Islington,None,-0.089249,1,1,Metropolitan Police,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Car
200901EO40406,7/15/2021,July,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.526467,Daylight,Islington,None,-0.108957,2,2,Metropolitan Police,Dry,Single carriageway,30,16:15,Urban,Fine no high winds,Car
200901EO40407,7/17/2021,July,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.541888,Daylight,Islington,None,-0.117259,1,2,Metropolitan Police,Dry,Single carriageway,30,7:50,Urban,Fine no high winds,Car
200901EO40408,7/12/2021,July,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.525057,Darkness - lights lit,Islington,None,-0.110745,2,1,Metropolitan Police,Dry,Single carriageway,30,2:25,Urban,Fine no high winds,Car
200901EO40409,7/17/2021,July,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.554622,Daylight,Islington,None,-0.115002,1,2,Metropolitan Police,Dry,Single carriageway,30,15:07,Urban,Fine no high winds,Car
200901EO40410,7/18/2021,July,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.545347,Daylight,Islington,None,-0.125481,1,2,Metropolitan Police,Dry,Single carriageway,30,15:20,Urban,Fine no high winds,Motorcycle 50cc and under
200901EO40412,7/16/2021,July,2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.557664,Daylight,Islington,None,-0.119637,2,1,Metropolitan Police,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Motorcycle 125cc and under
200901EO40415,7/18/2021,July,2021,Saturday,Auto traffic signal,Roundabout,Slight,51.565367,Daylight,Islington,None,-0.134613,1,1,Metropolitan Police,Dry,Roundabout,30,16:10,Urban,Fine no high winds,Motorcycle 50cc and under
200901EO40417,7/18/2021,July,2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.549433,Daylight,Islington,None,-0.077859,1,1,Metropolitan Police,Dry,Single carriageway,30,11:50,Urban,Fine no high winds,Car
200901EO40418,7/23/2021,July,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.522604,Daylight,Islington,None,-0.092539,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,19:25,Urban,Raining no high winds,Car
200901EO40420,7/24/2021,July,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.536335,Daylight,Islington,None,-0.101915,1,1,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Car
200901EO40421,7/25/2021,July,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.569927,Daylight,Islington,None,-0.1161,1,2,Metropolitan Police,Dry,Single carriageway,30,16:45,Urban,Fine no high winds,Car
200901EO40422,7/24/2021,July,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.530083,Daylight,Islington,None,-0.099003,1,3,Metropolitan Police,Wet or damp,Single carriageway,30,12:55,Urban,Raining no high winds,Car
200901EO40423,7/24/2021,July,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.563471,Daylight,Islington,None,-0.128487,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:59,Urban,Raining no high winds,Car
